"region","scenario","year","LT_GCAM","lt_gcam_area_ha","value_usd_per_ha","AvailableUnmanaged_area_ha","AvailableUnmanaged_value_usd_per_ha","SuitableProtectedUnmanaged_area_ha","SuitableProtectedUnmanaged_value_usd_per_ha","UnsuitableUnmanaged_area_ha","UnsuitableUnmanaged_value_usd_per_ha","AllManaged_area_ha","AllManaged_value_usd_per_ha","SuitProtUnman2AvailUnman_ratio","percent_conv_avail","SuitProtUnman2AvailUnman_value_ratio","prot_cost_norm","SuitProtUnman2Man_ratio","SuitProtUnman2Man_value_ratio","GCAM_region_ID"
"Africa_Eastern","Reference",1975,"AllUnmanaged",387546778.85669,12.065233617795,276865029.2,14.0749802615456,50482996.0625204,15.4303837410008,60198753.59417,1e-05,94595108.47,123.250532177187,0.182337929092709,71.4404155330061,1.09629878367633,0.09629878367633,0.533674487814882,0.125195270709402,2
"Africa_Eastern","Reference",1975,"AllUnmanagedForest",0,,0,,0,,0,,0,,,,,,,,2
"Africa_Eastern","Reference",1975,"AllUnmanagedGrass",327275182.08826,11.222486318052,241693249.7,12.8932156378234,41541641.3622602,13.3995096962602,44040291.026,1e-05,0,,0.171877540700137,73.8501612489577,1.03926825337129,0.0392682533712922,,,2
"Africa_Eastern","Reference",1975,"AllUnmanagedShrub",60271596.7684302,16.6413572110932,35171779.5,22.195824198029,8941354.70026023,24.8658489525622,16158462.56817,1e-05,0,,0.25421957112691,58.3554798375986,1.1202940125454,0.120294012545401,,,2
"Africa_Eastern","Reference",1975,"Cropland",37782169.27,44.8081221660602,0,,0,,0,,0,,,0,,,,,2
"Africa_Eastern","Reference",1975,"ManagedForest",16748621,406.474450496557,0,,0,,0,,0,,,0,,,,,2
"Africa_Eastern","Reference",1975,"Pasture",40064318.2,78.8248253875744,241693249.7,12.8932156378234,41541641.3622602,13.3995096962602,44040291.026,1e-05,0,,0.171877540700137,603.263104325085,1.03926825337129,0.0392682533712922,,,2
"Africa_Eastern","Reference",1975,"Static",96773913.5,62.1195328233606,0,,0,,0,,0,,,0,,,,,2
"Africa_Northern","Reference",1975,"AllUnmanaged",84874978.8810416,12.8456308938603,25070175.595,33.3397725958229,6951676.97604163,36.6009769874281,52853126.31,1e-05,27508068.9949862,91.9932758594738,0.277288722996742,29.5377694645882,1.09781723562247,0.0978172356224702,0.25271410280775,0.397865785792199,3
"Africa_Northern","Reference",1975,"AllUnmanagedForest",0,,0,,0,,0,,0,,,,,,,,3
"Africa_Northern","Reference",1975,"AllUnmanagedGrass",76587228.82,11.6976868722925,20138942,33.3547060980959,6116822.42,36.6472019146386,50331464.4,1e-05,0,,0.303731070877507,26.29543111859,1.09871158231344,0.0987115823134352,,,3
"Africa_Northern","Reference",1975,"AllUnmanagedShrub",8287750.06104163,23.4537996736648,4931233.595,33.2787848266695,834854.556041633,36.2622956337986,2521661.91,1e-05,0,,0.16929933250133,59.5002691765565,1.08965203575396,0.0896520357539649,,,3
"Africa_Northern","Reference",1975,"Cropland",23684321.9118752,81.6052428292154,0,,0,,0,,0,,,0,,,,,3
