"region","scenario","year","LT_GCAM","lt_gcam_area_ha","value_usd_per_ha","AvailableUnmanaged_area_ha","AvailableUnmanaged_value_usd_per_ha","SuitableProtectedUnmanaged_area_ha","SuitableProtectedUnmanaged_value_usd_per_ha","UnsuitableUnmanaged_area_ha","UnsuitableUnmanaged_value_usd_per_ha","AllManaged_area_ha","AllManaged_value_usd_per_ha","SuitProtUnman2AvailUnman_ratio","percent_conv_avail","SuitProtUnman2AvailUnman_value_ratio","prot_cost_norm","SuitProtUnman2Man_ratio","SuitProtUnman2Man_value_ratio","GCAM_region_ID"
"Africa_Eastern","Reference",1975,"AllUnmanaged",387546613.970934,12.0652289444643,304177916.2,14.1144984044432,23169944.176764,16.5092892081966,60198753.59417,1e-05,94595108.47,123.250532177187,0.0761723417209866,78.4880851062766,1.16966885645752,0.169668856457519,0.244938079267726,0.133949029805912,2
"Africa_Eastern","Reference",1975,"AllUnmanagedForest",0,,0,,0,,0,,0,,,,,,,,2
"Africa_Eastern","Reference",1975,"AllUnmanagedGrass",327275040.302504,11.2224821752093,265980460.7,12.9328551152014,17254288.5765038,13.501055290824,44040291.026,1e-05,0,,0.0648705116574896,81.2712330442772,1.04393462778027,0.0439346277802737,,,2
"Africa_Eastern","Reference",1975,"AllUnmanagedShrub",60271573.6684302,16.6413494285597,38197455.5,22.3426387960355,5915655.60026023,25.2834538356454,16158462.56817,1e-05,0,,0.154870410157562,63.3755735500358,1.13162344280174,0.131623442801741,,,2
"Africa_Eastern","Reference",1975,"Cropland",37782169.27,44.8081221660602,0,,0,,0,,0,,,0,,,,,2
"Africa_Eastern","Reference",1975,"ManagedForest",16748621,406.474450496557,0,,0,,0,,0,,,0,,,,,2
"Africa_Eastern","Reference",1975,"Pasture",40064318.2,78.8248253875744,265980460.7,12.9328551152014,17254288.5765038,13.501055290824,44040291.026,1e-05,0,,0.0648705116574896,663.883656704783,1.04393462778027,0.0439346277802737,,,2
"Africa_Eastern","Reference",1975,"Static",96773913.5,62.1195328233606,0,,0,,0,,0,,,0,,,,,2
"Africa_Northern","Reference",1975,"AllUnmanaged",84875004.9506416,12.8456381794809,31661220.095,34.1041852907485,360658.545641633,29.0938867859459,52853126.31,1e-05,27508068.9949862,91.9932758594738,0.0113911764789693,37.3033499242943,0.853088456384802,-0.146911543615198,0.0131110091990597,0.316261014885358,3
"Africa_Northern","Reference",1975,"AllUnmanagedForest",0,,0,,0,,0,,0,,,,,,,,3
"Africa_Northern","Reference",1975,"AllUnmanagedGrass",76587259.4006,11.6976966101107,25943666,34.1822952766197,312129.0006,29.0904387800106,50331464.4,1e-05,0,,0.0120310290997425,33.8746499131117,0.851038192274587,-0.148961807725413,,,3
"Africa_Northern","Reference",1975,"AllUnmanagedShrub",8287745.55004163,23.4537943082185,5717554.095,33.7497576192235,48529.5450416328,29.1160634341241,2521661.91,1e-05,0,,0.00848781563502335,68.9880506161447,0.862704371469024,-0.137295628530976,,,3
"Africa_Northern","Reference",1975,"Cropland",23684321.9118752,81.6052428292154,0,,0,,0,,0,,,0,,,,,3
"Africa_Northern","Reference",1975,"ManagedForest",1838340.3,241.522351303184,0,,0,,0,,0,,,0,,,,,3
"Africa_Northern","Reference",1975,"Pasture",1993054,77.3346768134732,25943666,34.1822952766197,312129.0006,29.0904387800106,50331464.4,1e-05,0,,0.0120310290997425,1301.70411840321,0.851038192274587,-0.148961807725413,,,3
"Africa_Northern","Reference",1975,"Static",462493618.125,61.7174866216544,0,,0,,0,,0,,,0,,,,,3
"Africa_Southern","Reference",1975,"AllUnmanaged",487653669.119092,9.41491870376788,426199525.22,10.1977725756717,39146621.1574718,6.25682600388548,22307522.74162,1e-05,54847478.34,54.2946567680347,0.0918504569831812,87.397994152263,0.61354829767552,-0.38645170232448,0.713736024741222,0.115238337920005,4
"Africa_Southern","Reference",1975,"AllUnmanagedForest",49600522.0658232,6.27706077112696,47195854.2,6.33073655710772,2172952.60082323,5.78059983315735,231715.265,1e-05,0,,0.0460411753883084,95.151930331233,0.913100676518798,-0.0868993234812016,,,4
"Africa_Southern","Reference",1975,"AllUnmanagedGrass",404224306.954818,7.97566080918598,356489134,8.45905608254121,35321522.2848185,5.89992299766823,12413650.67,1e-05,0,,0.0990816238590275,88.1909197112795,0.697468244695195,-0.302531755304805,,,4
"Africa_Southern","Reference",1975,"AllUnmanagedShrub",33828840.0984502,31.2135501214551,22514537.02,45.834375021157,1652146.27183017,14.5134644241472,9662156.80662,1e-05,0,,0.07338131227671,66.5542683535031,0.316650208875932,-0.683349791124068,,,4
"Africa_Southern","Reference",1975,"Cropland",24840657.34,31.0886137161123,0,,0,,0,,0,,,0,,,,,4
"Africa_Southern","Reference",1975,"ManagedForest",12408800.1,114.845327697056,47195854.2,6.33073655710772,2172952.60082323,5.78059983315735,231715.265,1e-05,0,,0.0460411753883084,380.34180436189,0.913100676518798,-0.0868993234812016,,,4
"Africa_Southern","Reference",1975,"Pasture",17598020.9,44.3555955063782,356489134,8.45905608254121,35321522.2848185,5.89992299766823,12413650.67,1e-05,0,,0.0990816238590275,2025.73423469454,0.697468244695195,-0.302531755304805,,,4
"Africa_Southern","Reference",1975,"Static",15695340.5,120.41420289468,0,,0,,0,,0,,,0,,,,,4
